Date,Price,Open,High,Low,Vol.,Change %
10/26/2021,209.81,213.19,214.85,208.18,11.01M,-1.44%
10/25/2021,212.87,213.25,213.98,211.7,7.24M,-0.05%
10/22/2021,212.97,214.6,216.72,212.57,7.08M,-0.64%
10/21/2021,214.34,216.54,218.11,213.81,8.69M,-0.85%
10/20/2021,216.17,215.49,218.66,214.35,8.49M,0.09%
10/19/2021,215.97,217.47,217.66,215.28,5.96M,-0.47%
10/18/2021,216.98,216,217.28,214.05,6.55M,-0.03%
10/15/2021,217.04,218.16,219.61,216.28,8.77M,-0.18%
10/14/2021,217.44,221.07,222.18,217.04,10.43M,-1.96%
10/13/2021,221.78,224,224.3,219.36,8.24M,-0.80%
10/12/2021,223.57,226,228.66,223.12,8.49M,-1.27%
10/11/2021,226.45,226.5,232.1,225.32,7.29M,0.03%
10/08/2021,226.39,226.75,228.71,225.4,4.52M,-0.04%
10/07/2021,226.48,227.34,229,225.9,7.75M,0.66%
10/06/2021,224.99,221.08,225.07,219.2,7.16M,0.25%
10/05/2021,224.42,224.27,226.45,222.42,5.69M,0.28%
10/04/2021,223.79,225.68,227.97,222,6.95M,-0.98%
10/01/2021,226,222.85,226.72,220.6,9.11M,2.76%
09/30/2021,219.94,226.08,226.15,219.46,10.37M,-2.41%
09/29/2021,225.36,227.8,229.94,224.86,16.81M,3.18%
09/28/2021,218.41,222.9,224.58,216.42,9.64M,-2.57%
09/27/2021,224.16,224,228.6,223.88,9.75M,1.25%
09/24/2021,221.39,219.13,222.41,218.66,6.50M,0.13%
09/23/2021,221.1,217.81,222.62,217.15,9.34M,1.90%
09/22/2021,216.98,210,217.99,209.65,10.95M,4.06%
09/21/2021,208.51,210.25,211.76,207.72,7.14M,-0.47%
09/20/2021,209.5,210.81,212.43,206.53,10.57M,-1.81%
09/17/2021,213.36,213.12,215.37,211.91,7.94M,0.00%
09/16/2021,213.36,213.96,216.31,213.31,6.37M,-0.40%
09/15/2021,214.22,211.79,214.35,210.32,7.92M,1.25%
09/14/2021,211.57,215.84,216.11,210.71,9.95M,-1.36%
09/13/2021,214.48,211.35,215.64,209.88,10.18M,1.99%
09/10/2021,210.3,215.16,215.89,210.12,6.96M,-1.70%
09/09/2021,213.94,211.15,216.61,210.72,9.24M,1.21%
09/08/2021,211.38,213.6,216.08,210.51,8.88M,-1.33%
09/07/2021,214.24,215.91,216.71,212.17,13.20M,-1.80%
09/03/2021,218.17,219.45,221.18,217.46,6.40M,-1.20%
09/02/2021,220.83,218.95,223.84,218.08,8.91M,1.24%
09/01/2021,218.12,220,221.76,217.62,7.16M,-0.63%
08/31/2021,219.5,217.33,221.32,217.09,6.76M,0.85%
08/30/2021,217.66,222.35,222.37,217.53,7.59M,-1.84%
08/27/2021,221.75,217.47,222.43,216.86,7.68M,2.42%
08/26/2021,216.5,221.41,222.9,215.91,8.34M,-2.05%
08/25/2021,221.03,221.5,222.3,219.1,6.53M,-0.18%
08/24/2021,221.43,220.11,223.1,219.8,8.94M,0.93%
08/23/2021,219.4,215.83,220.18,215.38,10.39M,3.16%
08/20/2021,212.67,212.31,214.74,210.94,9.34M,0.24%
08/19/2021,212.16,216.3,218.3,211.73,11.40M,-3.12%
08/18/2021,219,221.73,223.65,218.9,9.00M,-1.45%
08/17/2021,222.22,226.2,226.24,219.8,13.12M,-2.99%
08/16/2021,229.06,231.9,232.03,227.14,7.63M,-2.30%
08/13/2021,234.46,238.01,239.69,234.28,6.39M,-1.56%
08/12/2021,238.18,240,241.15,236.51,6.82M,-0.55%
08/11/2021,239.49,236.61,239.59,234.58,9.66M,1.57%
08/10/2021,235.78,231.97,236.85,231.62,9.60M,1.51%
08/09/2021,232.27,229,233.57,226.89,8.36M,0.41%
08/06/2021,231.33,231.55,233.57,230.42,6.06M,0.60%
08/05/2021,229.94,226.68,231.54,226.49,8.36M,1.46%
08/04/2021,226.63,226.42,232.35,225.33,9.76M,-1.07%
08/03/2021,229.09,225.9,229.1,221.3,7.33M,1.66%
08/02/2021,225.34,227.19,230.47,224.87,8.89M,-0.50%
07/30/2021,226.48,229.39,231.18,225.4,9.94M,-2.22%
07/29/2021,231.63,233.69,234.82,231.12,8.67M,0.03%
07/28/2021,231.57,234.05,237.49,231.33,19.33M,4.18%
07/27/2021,222.27,223.17,225.7,220.42,8.78M,-1.59%
07/26/2021,225.85,220,226.12,219.89,8.93M,1.95%
07/23/2021,221.52,222.97,224.63,220.94,9.38M,0.29%
07/22/2021,220.87,221.52,222.25,218.31,9.77M,-0.75%
07/21/2021,222.54,219.5,224.09,218.9,11.44M,2.48%
07/20/2021,217.15,208.1,217.37,206.62,17.03M,4.91%
07/19/2021,206.99,211.18,211.55,204.8,24.12M,-4.94%
07/16/2021,217.74,223.11,224,217.03,12.41M,-2.25%
07/15/2021,222.76,222.88,226.67,220.8,12.23M,-0.75%
07/14/2021,224.45,229.02,230.51,224.3,12.14M,-1.64%
07/13/2021,228.2,232.27,234.49,228.16,21.03M,-4.23%
07/12/2021,238.29,237.99,240.77,236.46,9.07M,-0.54%
07/09/2021,239.59,237.77,240.38,236.22,12.39M,1.19%
07/08/2021,236.77,227.48,237.47,226.16,17.96M,2.15%
07/07/2021,231.78,235.17,238.01,230.52,11.50M,-1.85%
07/06/2021,236.14,236.85,237.17,233.47,11.05M,-0.23%
07/02/2021,236.68,239.55,240.11,233.47,15.72M,-1.27%
07/01/2021,239.73,240.36,241.8,238.61,9.52M,0.07%
06/30/2021,239.56,236.24,241.17,236,12.09M,1.61%
06/29/2021,235.76,243.74,244.37,235.66,16.74M,-1.75%
06/28/2021,239.96,244.73,245.08,238.88,18.15M,-3.39%
06/25/2021,248.38,250.75,252.3,248.25,9.63M,-0.87%
06/24/2021,250.57,245.2,250.74,243.7,13.76M,2.87%
06/23/2021,243.57,244.8,246.87,243.17,9.87M,-0.09%
06/22/2021,243.78,244.5,244.63,241.08,10.04M,-0.61%
06/21/2021,245.28,238.66,245.62,237.25,15.30M,3.34%
06/18/2021,237.35,237.79,239.31,235.8,11.97M,-0.78%
06/17/2021,239.22,241.96,243.5,237.33,10.77M,-1.26%
06/16/2021,242.27,245.25,246.06,241.55,10.53M,-1.73%
06/15/2021,246.54,245.36,248.51,244.94,10.63M,0.57%
06/14/2021,245.14,246.44,249.2,244.4,9.34M,-0.87%
06/11/2021,247.28,250.35,251.12,245.78,9.93M,-0.43%
06/10/2021,248.34,251.72,255.14,248.1,14.52M,0.11%
06/09/2021,248.06,251.2,253.17,247.91,10.69M,-1.86%
06/08/2021,252.76,256.26,256.31,250,15.11M,0.04%
06/07/2021,252.66,251.5,253.2,248.81,10.61M,1.10%
06/04/2021,249.92,251.51,251.8,248.49,8.80M,-0.16%
06/03/2021,250.32,252.98,254.8,249.69,10.40M,-2.07%
06/02/2021,255.62,255.6,258.4,254.62,10.82M,0.35%
06/01/2021,254.73,253,255.64,251.52,13.56M,3.12%
05/28/2021,247.02,247.47,248.98,245.37,11.20M,-1.47%
05/27/2021,250.7,248.11,252.6,247.19,18.40M,3.87%
05/26/2021,241.37,241.7,242.49,239.87,7.24M,0.26%
05/25/2021,240.74,240,243.78,239.23,12.91M,1.39%
05/24/2021,237.44,235.14,238.5,232.6,10.11M,1.12%
05/21/2021,234.82,232.9,236.3,231.39,16.58M,3.15%
05/20/2021,227.65,225.13,228.44,223.77,9.22M,1.44%
05/19/2021,224.42,223.18,225.12,220.28,13.16M,-1.38%
05/18/2021,227.55,227.25,232.27,226.43,10.08M,-0.19%
05/17/2021,227.98,226.24,228.26,223.58,9.56M,-0.21%
05/14/2021,228.47,225.99,228.81,224.35,10.16M,2.62%
05/13/2021,222.64,223,229.27,219.07,16.50M,0.84%
05/12/2021,220.78,227.25,229.74,220.63,14.93M,-3.54%
05/11/2021,228.88,226.56,230.13,223.85,16.27M,-1.74%
05/10/2021,232.93,236.84,241.1,232.5,14.81M,-1.08%
05/07/2021,235.47,229.8,235.91,227.99,12.82M,2.46%
05/06/2021,229.81,229.3,231.16,226.54,11.86M,0.71%
05/05/2021,228.18,232.45,233.49,227.56,14.91M,-2.33%
05/04/2021,233.63,235.75,236.65,225.65,17.81M,-0.66%
05/03/2021,235.19,234.11,237.1,233.81,9.89M,0.38%
04/30/2021,234.31,233.68,236.77,232.7,10.38M,-0.69%
04/29/2021,235.94,237,237.68,231.8,12.30M,0.20%
04/28/2021,235.46,239,239.65,232.85,19.05M,-2.89%
04/27/2021,242.47,241.88,243.49,239.41,10.58M,0.43%
04/26/2021,241.44,240.24,244.65,240.1,10.60M,1.28%
04/23/2021,238.38,233.89,238.58,233.11,11.55M,1.73%
04/22/2021,234.33,235.96,239.65,233.38,13.85M,-0.67%
04/21/2021,235.92,232.22,236.76,230.22,12.85M,0.79%
04/20/2021,234.06,241.03,241.09,232.34,19.48M,-4.13%
04/19/2021,244.15,247,247,242.22,9.25M,-1.62%
04/16/2021,248.18,252,253.05,246.23,14.61M,-1.17%
04/15/2021,251.11,253.56,254.12,249.43,9.48M,-0.52%
04/14/2021,252.43,255.32,258.37,251.28,12.66M,-0.33%
04/13/2021,253.27,248.33,254.49,246.1,15.90M,1.50%
04/12/2021,249.52,250.57,251.55,246.29,10.38M,-1.13%
04/09/2021,252.36,250.51,252.84,249.44,12.26M,-1.02%
04/08/2021,254.95,251.7,254.95,249.31,9.90M,0.94%
04/07/2021,252.58,255.31,255.9,250.83,9.93M,-1.02%
04/06/2021,255.17,257.21,259.35,254.66,11.18M,-1.62%
04/05/2021,259.36,256.56,260.48,256.25,13.75M,2.53%
04/01/2021,252.96,256.67,257.88,251.31,10.93M,-0.69%
03/31/2021,254.72,254.7,257.88,253.36,14.14M,1.08%
03/30/2021,252.01,251.24,253.5,248.91,12.58M,0.59%
03/29/2021,250.52,251.3,254.71,248.03,22.20M,2.31%
03/26/2021,244.87,249.62,250.9,240.3,17.16M,-0.94%
03/25/2021,247.19,234.34,247.58,231.7,27.55M,3.32%
03/24/2021,239.24,243.75,248.8,239.06,24.06M,-0.83%
03/23/2021,241.25,249.26,251.3,239.43,21.36M,-3.97%
03/22/2021,251.23,255.82,257.67,250.16,15.23M,-1.79%
03/19/2021,255.82,257.75,258.88,251.31,17.33M,-0.09%
03/18/2021,256.06,261.32,267.37,254.73,24.60M,-2.86%
03/17/2021,263.59,254.7,263.61,253.68,23.79M,3.28%
03/16/2021,255.21,263.23,264.17,254.02,28.79M,-3.92%
03/15/2021,265.63,274.15,278.57,264.33,34.89M,-1.32%
03/12/2021,269.19,253.86,269.72,253.5,35.26M,6.82%
03/11/2021,252,248.77,256.65,246.55,30.14M,2.71%
03/10/2021,245.34,233.81,246.8,232.88,27.75M,6.39%
03/09/2021,230.61,226.81,234.06,222.58,21.00M,2.94%
03/08/2021,224.03,226.67,229.89,223.71,13.84M,0.36%
03/05/2021,223.22,229.01,229.92,213.8,20.03M,-0.66%
03/04/2021,224.71,232.73,237.1,218.7,26.65M,-1.68%
03/03/2021,228.56,226.36,235.4,225.04,30.43M,2.43%
03/02/2021,223.14,224.79,227.19,222.15,11.11M,-0.56%
03/01/2021,224.39,219.6,226.98,219.02,18.74M,5.84%
02/26/2021,212.01,218.51,220.66,211.29,12.84M,-2.05%
02/25/2021,216.45,227.8,228.5,214.71,19.28M,-5.62%
02/24/2021,229.34,212.1,229.61,211.6,30.71M,8.12%
02/23/2021,212.12,214.15,214.75,206.6,16.00M,-0.36%
02/22/2021,212.88,211.89,220.39,210.8,21.41M,-2.11%
02/19/2021,217.47,209.97,217.64,209.15,12.42M,4.31%
02/18/2021,208.48,213.45,214.34,208.08,9.12M,-3.27%
02/17/2021,215.52,215.52,218.71,212.68,9.30M,-0.76%
02/16/2021,217.18,213.08,217.4,212.33,10.17M,2.94%
02/12/2021,210.98,210.36,213.16,209.67,6.01M,0.15%
02/11/2021,210.66,212.24,213.99,208.57,7.14M,-0.59%
02/10/2021,211.92,215.65,217.49,211.12,11.51M,-1.49%
02/09/2021,215.12,210.6,216.73,208.9,13.62M,1.50%
02/08/2021,211.95,209.55,211.99,208.3,11.18M,1.93%
02/05/2021,207.93,212.25,213.2,206.66,9.55M,-1.29%
02/04/2021,210.64,209.87,212.48,208.02,11.87M,1.57%
02/03/2021,207.39,202,208.16,201.26,11.84M,3.21%
02/02/2021,200.94,198.98,203.03,198.09,11.13M,2.60%
02/01/2021,195.84,196,197.38,192.86,9.06M,0.85%
01/29/2021,194.19,198.3,201.57,193.12,13.68M,-1.54%
01/28/2021,197.23,198.04,200.42,196,10.40M,1.65%
01/27/2021,194.03,196.9,199.47,191.85,20.95M,-3.97%
01/26/2021,202.06,205.34,208.35,201.79,11.01M,-0.64%
01/25/2021,203.36,203.26,203.8,199.3,14.28M,-1.20%
01/22/2021,205.84,205.55,206.7,204.27,7.51M,-0.76%
01/21/2021,207.41,211.72,211.93,206.34,11.12M,-1.91%
01/20/2021,211.45,213.24,215.59,211.21,9.73M,0.35%
01/19/2021,210.71,206.99,211.52,206.52,11.95M,3.13%
01/15/2021,204.32,208.96,209.25,204.2,11.10M,-2.66%
01/14/2021,209.91,208.79,214.19,208.21,12.45M,1.30%
01/13/2021,207.21,207.15,208.79,204.85,8.57M,-0.58%
01/12/2021,208.41,206.65,209.06,204.81,12.84M,0.78%
01/11/2021,206.79,203.03,207.78,201.01,16.79M,-1.48%
01/08/2021,209.9,213.61,214.1,208.16,14.14M,-1.32%
01/07/2021,212.71,213.39,216.6,211.78,14.47M,0.80%
01/06/2021,211.03,210.22,215.61,209.34,16.20M,-0.28%
01/05/2021,211.63,204.74,213.35,204.6,19.34M,4.40%
01/04/2021,202.72,210,210.2,202.49,21.23M,-5.30%
